"idpub","brdxdy","sexrsp","deatyr","POP57","PI5760","DGLEV","EDYRCM","YRER74","RU024REC","MZ023RER","GI503RE","gu024re","IZ023RER","HD201KD","hi503rea","HU024RE","jz023rer","q1i503rea","Q1U024RE","q1c003re","q1z023rer"
915205,1939,2,2014,7,57,-2,-2,32,0,12,-5,-5,2,6,9,2,4,NA,NA,NA,NA
915206,1939,2,1995,5,111,2,8,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915214,1939,2,9993,9,18,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915218,1939,2,-2,6,29,-2,2,6,1,12,6,3,15,NA,NA,NA,NA,NA,NA,NA,NA
915219,1938,1,-2,3,33,-2,3,125,NA,NA,-2,-2,NA,3,-2,-2,NA,NA,NA,NA,NA
915222,1940,1,-2,3,-3,-2,-3,-3,3,1,10,0,4,NA,NA,NA,NA,6,-2,2,0
915227,1939,1,-2,5,24,-2,-2,60,0,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
915235,1938,2,2018,6,9,-2,-2,0,0,1,2,4,4,3,3,3,NA,NA,NA,NA,NA
915238,1939,2,2012,3,54,2,4,5,0,2,6,0,2,3,6,-2,5,NA,NA,NA,NA
915241,1939,2,2015,5,110,-2,-2,0,5,2,10,0,0,4,9,-2,-3,NA,NA,NA,NA
915243,1939,2,-2,5,-3,-2,-2,0,0,1,8,0,1,4,6,-2,0,0,-2,1,1
915244,1939,2,2013,4,46,-2,-2,0,0,11,7,0,3,2,6,-2,7,NA,NA,NA,NA
915249,1939,2,-2,4,-3,-2,-3,-3,-2,6,4,0,12,NA,NA,NA,NA,NA,NA,NA,NA
915252,1939,2,-2,5,-3,-2,-2,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915253,1938,1,2018,6,-3,-2,-2,110,0,2,6,0,2,3,5,-2,6,NA,NA,NA,NA
915257,1939,2,-2,6,59,-2,-2,0,0,2,12,0,3,4,9,-2,4,7,-2,1,2
915258,1939,1,-2,7,75,2,4,270,1,7,11,0,3,5,12,-2,3,7,-2,2,8
915264,1939,2,-2,5,18,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915266,1939,2,-2,6,-3,-2,-2,0,-2,8,-2,-2,4,3,-2,-2,4,NA,NA,NA,NA
915267,1939,2,2011,2,-3,-2,-2,0,7,4,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA
915269,1939,1,2022,3,51,-2,0,110,-2,2,-2,-2,4,3,-2,-2,4,NA,NA,NA,NA
915274,1939,2,-2,2,34,-2,-2,0,0,5,-5,-5,7,NA,NA,NA,NA,0,-2,1,0
915275,1939,1,-2,5,38,2,-3,-3,-2,3,-2,-2,3,2,-2,-2,5,NA,NA,NA,NA
915278,1940,1,-2,2,49,2,7,100,0,2,12,0,-3,0,9,-2,-29,10,0,1,10
915281,1939,2,-2,4,-3,-2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915282,1938,2,2015,7,123,-2,-2,0,0,1,NA,NA,3,4,4,-2,3,NA,NA,NA,NA
915285,1938,1,-2,2,42,-2,-2,83,0,5,8,0,6,3,8,-2,2,4,-2,1,0
915286,1939,1,2013,3,70,-2,-2,115,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
915288,1939,2,-2,6,-3,-2,-2,40,0,4,9,0,15,2,4,4,10,6,-2,1,0
915290,1940,1,-2,6,59,-2,3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915295,1938,2,2019,4,-3,-2,-2,50,0,4,0,0,1,5,4,-2,1,NA,NA,NA,NA
915297,1939,1,2020,4,48,-2,-2,0,0,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
915304,1939,2,-2,2,44,-2,-2,0,0,2,10,0,2,1,-30,-30,1,9,-2,1,9
915305,1939,2,-2,6,55,2,4,120,2,1,8,0,1,3,11,0,NA,10,3,1,2
915308,1938,2,2015,6,70,-2,-2,0,0,0,0,0,0,3,5,-2,-29,NA,NA,NA,NA
915314,1940,2,-2,2,65,2,4,0,0,12,10,0,8,3,6,-2,16,6,-2,1,4
915315,1938,1,2003,4,63,-2,-2,110,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915318,1939,1,2018,5,60,-2,-2,200,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915320,1939,2,2017,4,34,-2,0,20,0,3,5,3,4,3,6,3,-29,NA,NA,NA,NA
915327,1939,1,1998,6,73,-2,-2,220,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915338,1939,1,-2,4,69,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915339,1939,1,-2,6,-3,3,8,120,-3,NA,12,0,0,2,11,-2,1,10,-2,1,0
915340,1939,2,-2,2,-3,-2,-2,0,-2,4,-2,-2,0,2,-2,-2,0,5,4,1,0
915343,1939,1,2000,7,-3,3,5,196,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915344,1939,1,-2,4,67,-2,-2,150,0,4,6,0,NA,2,8,-2,-29,8,-2,1,0
915347,1938,1,-2,2,25,-2,-2,189,0,2,8,0,2,4,10,-2,3,0,4,1,1
915350,1939,2,2016,2,60,-2,-2,0,0,12,11,0,16,7,4,3,6,NA,NA,NA,NA
915355,1939,2,-2,9,119,-2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915364,1939,2,-2,4,29,-2,-2,0,0,5,8,0,2,3,8,-2,4,9,-2,1,0
915372,1940,1,2010,7,93,4,7,350,0,3,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA
915379,1939,2,2018,9,65,-2,-2,0,6,3,8,4,NA,3,6,-2,5,NA,NA,NA,NA
915381,1938,2,-2,3,18,-2,-2,35,6,NA,5,0,4,4,9,-2,2,6,-2,1,0
915383,1939,1,-2,6,194,4,7,350,-2,4,6,2,8,3,8,-2,3,0,-2,1,4
915384,1939,2,-2,2,43,-2,-2,0,0,NA,8,0,NA,4,5,-2,NA,0,-2,1,0
915385,1939,1,1973,6,642,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915391,1938,1,-2,9,63,-2,-2,113,0,3,-3,0,NA,5,6,-2,4,0,-2,3,25
915395,1939,2,9994,6,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915396,1939,2,9994,7,73,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915400,1939,2,2003,7,66,-2,-2,0,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915403,1939,1,-2,2,68,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915414,1939,2,2020,8,-3,-2,-3,-3,0,3,8,0,6,6,9,-2,28,NA,NA,NA,NA
915415,1939,1,-2,9,70,-2,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915416,1939,2,2014,7,615,1,2,0,-2,2,-2,-2,6,NA,NA,NA,NA,NA,NA,NA,NA
915418,1939,2,2013,5,52,-2,-2,77,NA,NA,8,5,4,NA,NA,NA,NA,NA,NA,NA,NA
915419,1939,1,2018,6,10,-2,-2,90,-2,NA,-5,-2,NA,5,-2,-2,2,NA,NA,NA,NA
915422,1939,2,1974,3,18,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915423,1939,1,2008,6,59,2,4,170,0,2,6,0,-3,NA,NA,NA,NA,NA,NA,NA,NA
915427,1939,2,-2,3,40,-2,-2,0,0,NA,8,0,8,3,6,-2,NA,6,7,1,4
915428,1939,2,-2,4,25,-2,-2,0,-2,4,-2,-2,3,4,-2,-2,3,NA,NA,NA,NA
915432,1939,1,2018,6,53,-2,1,110,-2,8,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA
915433,1940,1,-2,6,13,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915435,1939,1,2010,9,82,-2,1,110,0,0,-5,-5,0,NA,NA,NA,NA,NA,NA,NA,NA
915441,1939,1,-2,2,30,-2,-2,190,0,4,5,0,2,4,10,-2,4,NA,NA,NA,NA
915442,1940,1,1997,7,104,-2,-2,90,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915445,1939,2,-2,5,87,-2,2,0,-2,1,0,7,NA,5,-30,-30,1,8,5,3,2
915451,1939,2,-2,7,111,-2,1,0,7,8,6,7,4,4,9,-2,4,9,-2,2,4
915453,1939,2,-2,3,44,-2,-2,87,0,NA,11,0,0,0,5,-2,0,8,-2,1,0
915461,1939,2,-2,7,76,-2,-2,75,0,4,8,0,5,3,11,6,7,6,-2,2,4
915466,1937,1,2022,5,51,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915475,1939,1,-2,9,61,-2,-2,150,NA,NA,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA
915477,1939,1,1996,2,43,-2,-2,130,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915478,1939,2,2003,5,-3,-2,-2,0,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915482,1939,1,2012,9,83,-2,0,180,-2,3,-2,-2,3,2,-2,-2,2,NA,NA,NA,NA
915492,1938,1,-2,2,51,-2,-2,129,0,4,11,7,-3,3,5,7,4,5,-2,1,0
915493,1940,2,-2,7,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915494,1939,2,-2,6,-3,-2,-2,0,0,4,6,0,3,NA,NA,NA,NA,0,-2,1,1
915496,1939,2,-2,6,34,2,4,16,0,8,8,0,4,3,6,-2,10,5,-2,1,6
915499,1939,2,2022,6,65,-2,1,0,7,10,6,0,4,0,8,3,5,7,4,2,1
915501,1938,2,2021,6,71,2,4,0,0,2,7,0,0,7,8,-2,1,1,-2,1,2
915505,1940,2,2015,5,35,-2,-2,120,0,2,4,0,0,0,0,-2,-29,NA,NA,NA,NA
915509,1939,1,2003,4,76,-2,0,100,-2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915512,1937,1,2021,2,27,-2,-2,0,0,NA,0,0,2,3,0,-2,5,1,-2,1,0
915517,1939,2,2000,6,-3,-2,-2,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915519,1939,1,-2,9,67,-2,-2,155,0,1,6,0,0,2,5,-2,0,0,-2,1,0
915524,1939,1,2005,6,77,-2,0,109,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915529,1939,2,2020,4,58,-2,-2,65,-2,2,-2,-2,10,8,-2,-2,10,NA,NA,NA,NA
915530,1939,2,-2,9,104,2,4,25,0,1,9,0,0,3,0,-2,6,7,-2,1,0
915532,1940,2,-2,3,95,3,7,20,0,2,8,4,4,3,11,-2,5,9,-2,1,0
915533,1939,1,2005,4,35,-2,-2,100,-2,0,6,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
915537,1939,2,2001,5,51,-2,-3,-3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915542,1939,2,-2,4,20,-2,-2,0,0,10,NA,NA,NA,3,8,-2,4,NA,NA,NA,NA
915544,1940,2,-2,9,25,-2,-2,22,0,3,6,0,1,2,0,-2,9,4,-2,1,0
915549,1939,1,1984,4,29,-2,-2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915551,1939,2,1986,6,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915553,1939,2,-2,9,78,-2,-2,120,5,8,4,0,2,0,7,-2,1,NA,NA,NA,NA
915555,1938,1,-2,9,48,-2,-2,185,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915556,1938,1,2015,5,74,-2,-2,145,0,1,5,0,0,7,4,-2,3,NA,NA,NA,NA
915562,1938,2,-2,7,77,-2,-2,75,0,6,11,0,1,3,0,-2,2,0,-2,2,0
915564,1938,2,1997,4,-3,-2,-2,4,-2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915565,1939,1,-2,6,84,3,5,163,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915569,1937,2,1999,4,14,-2,-2,43,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915574,1939,2,-2,3,65,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915576,1939,2,-2,5,120,2,4,70,0,3,8,0,1,0,9,-2,5,10,0,0,2
915577,1939,1,2014,6,87,-2,-2,0,-2,0,-2,-2,2,2,-2,-5,NA,NA,NA,NA,NA
915578,1939,2,2021,4,8,2,4,3,-2,2,-2,-2,2,3,-2,-2,1,NA,NA,NA,NA
915582,1939,2,2016,6,20,-2,-2,2,-2,1,6,7,1,3,6,5,0,NA,NA,NA,NA
915585,1939,2,2009,9,148,-2,-2,119,0,5,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA
915586,1939,1,-2,5,114,2,4,180,0,2,6,0,NA,4,6,-2,2,6,-2,1,5
915587,1939,2,-2,6,-3,-2,3,0,6,4,4,5,3,2,5,-2,1,2,3,1,0
915588,1939,2,2014,4,29,-2,-2,32,0,5,10,0,5,1,10,-2,1,NA,NA,NA,NA
915592,1939,2,-2,9,54,-2,-2,0,0,9,10,0,5,2,10,-2,1,10,-2,1,5
915593,1939,2,2011,3,12,-2,-3,-3,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
915594,1939,1,-2,3,137,2,6,140,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915596,1939,2,-2,9,70,-2,-2,1,0,1,9,0,0,6,9,-2,5,10,-2,1,1
915597,1939,2,2006,5,49,-2,-2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915607,1938,2,-2,3,38,-2,-2,83,0,4,12,0,10,7,10,-2,0,9,-2,2,1
915608,1939,2,2022,9,52,-2,-2,30,0,8,12,6,10,2,-30,-30,8,NA,NA,NA,NA
915613,1938,1,2008,4,41,-2,-2,100,0,6,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA
915616,1938,2,-2,3,55,-2,-2,74,-2,3,-2,-2,1,4,-2,-2,10,NA,NA,NA,NA
915618,1939,1,-2,9,223,-2,-2,0,4,3,4,0,2,3,6,-2,6,4,-2,1,3
915620,1939,2,-2,5,37,2,4,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915624,1939,2,-2,3,42,-2,-2,0,0,4,6,1,4,NA,NA,NA,NA,6,-2,1,1
915631,1939,2,-2,4,55,2,5,145,0,3,12,0,8,NA,NA,NA,NA,NA,NA,NA,NA
915632,1939,2,-2,6,-3,-2,-3,-3,4,4,NA,NA,NA,2,-30,-30,8,NA,NA,NA,NA
915634,1939,2,2016,3,26,-2,-2,60,0,2,5,0,4,0,-27,-27,-29,NA,NA,NA,NA
915639,1939,1,-2,2,59,-2,-2,85,0,0,-5,-5,2,NA,NA,NA,NA,NA,NA,NA,NA
915640,1939,1,1991,6,260,-2,1,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915641,1939,1,-2,9,83,2,7,340,0,2,4,0,1,3,6,-2,NA,5,-2,2,10
915643,1939,2,2018,3,39,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915644,1939,1,2004,4,42,-2,-2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915647,1939,2,-2,9,54,-2,-3,-3,0,4,6,0,4,0,4,-2,6,NA,NA,NA,NA
915651,1938,1,2016,6,-3,2,4,180,0,NA,10,-2,4,4,8,-2,2,NA,NA,NA,NA
915654,1939,1,2012,4,33,-2,-2,60,-2,2,-2,-2,0,5,-2,-2,NA,NA,NA,NA,NA
915657,1939,2,-2,2,69,-2,1,0,0,2,8,0,3,6,7,-2,4,9,-2,1,28
915663,1939,2,-2,5,80,2,4,0,0,6,8,0,1,3,6,-2,2,6,-2,1,2
915667,1939,2,2022,9,77,-2,-2,0,0,0,2,-2,NA,6,0,6,NA,NA,NA,NA,NA
915668,1939,1,1992,5,80,2,4,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915669,1939,2,2017,9,113,-2,-2,40,-2,0,-2,-2,-3,2,-2,-2,-29,NA,NA,NA,NA
915674,1938,2,2022,9,27,-2,-2,0,0,NA,11,0,4,2,5,-2,NA,10,1,1,8
915682,1939,1,2018,2,31,2,4,390,-2,0,-2,-2,0,3,-2,-2,0,NA,NA,NA,NA
915686,1939,1,2020,4,27,-2,-2,200,0,10,12,0,0,3,7,-2,4,NA,NA,NA,NA
915688,1938,2,-2,4,10,-2,0,105,0,0,12,0,0,2,10,-2,1,0,-2,1,0
915693,1939,2,2019,4,37,-2,-2,0,0,16,9,0,15,0,11,-2,15,NA,NA,NA,NA
915695,1939,2,1980,2,22,-2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915698,1939,2,2013,4,64,-2,-2,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
915702,1939,2,2016,6,-3,2,4,0,6,10,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA
915703,1939,2,2010,2,93,-2,-2,80,NA,NA,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
915713,1939,2,-2,3,38,3,7,125,0,12,5,6,12,4,10,-2,16,5,-2,2,28
915715,1939,2,-2,7,64,-2,-2,115,0,3,9,0,8,1,8,-2,4,8,-2,1,3
915719,1940,2,-2,6,-3,-2,-2,0,0,25,0,0,-3,6,2,-2,-29,0,3,2,0
915720,1939,1,-2,4,68,-2,-2,280,7,4,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA
915724,1939,2,-2,2,105,3,5,55,0,4,8,0,6,8,10,-2,1,7,-2,1,1
915728,1939,1,-2,2,34,-2,-2,553,-2,2,6,-2,16,4,8,4,2,8,3,1,2
915729,1939,1,-2,8,136,-2,-2,150,-2,3,-2,-2,3,3,-2,-2,5,NA,NA,NA,NA
915738,1939,2,-2,9,-3,2,4,0,0,6,9,5,1,4,6,-2,5,6,-2,2,0
915742,1939,1,2015,3,-3,-2,-2,88,0,5,8,0,1,3,-2,-2,10,NA,NA,NA,NA
915745,1938,1,2016,8,546,2,5,620,2,5,7,2,8,3,4,-2,12,NA,NA,NA,NA
915747,1939,1,2013,4,22,2,4,250,5,0,8,2,NA,3,6,-2,0,NA,NA,NA,NA
915748,1939,1,2016,5,76,-2,-2,280,-2,NA,-2,-2,-3,NA,NA,NA,NA,NA,NA,NA,NA
915749,1939,2,-2,3,45,2,4,1,-2,3,-2,-2,2,2,-2,-2,5,NA,NA,NA,NA
915774,1939,1,2013,9,92,-2,-2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915776,1939,2,-2,6,93,2,4,12,0,4,9,0,5,2,9,-2,5,8,-2,1,3
915780,1939,1,-2,5,15,-2,-2,245,0,3,6,0,2,3,6,-2,16,7,-2,2,8
915783,1939,1,-2,6,61,3,-3,-3,0,3,6,0,1,7,6,-2,1,7,-2,2,0
915784,1938,2,-2,2,143,2,4,52,0,2,2,6,1,2,0,-2,4,NA,NA,NA,NA
915787,1939,2,-2,6,34,-2,-2,65,0,2,6,0,2,3,11,-2,0,10,-2,3,4
915790,1939,1,2005,6,57,-2,-2,90,0,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA
915791,1939,2,2004,9,81,-2,-2,0,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915794,1939,2,-2,6,-3,2,4,0,0,8,6,0,4,3,8,2,10,NA,NA,NA,NA
915796,1939,2,-2,9,27,-2,-2,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
915798,1938,2,2004,2,-3,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915803,1939,2,-2,9,221,2,4,0,0,6,6,0,18,3,7,-2,4,6,-2,1,0
915814,1939,2,-2,4,53,2,4,15,0,6,9,0,6,3,8,-2,8,10,-2,2,1
915817,1939,2,-2,9,71,-2,-2,0,0,0,9,0,NA,4,10,-2,NA,5,3,1,0
915830,1939,1,-2,6,88,-2,0,140,0,3,3,0,4,2,8,-2,NA,7,5,1,6
915832,1939,1,-2,3,39,-2,0,155,-2,4,-2,-2,3,4,-2,-2,2,NA,NA,NA,NA
915837,1939,1,-2,9,-3,2,8,155,3,2,8,3,1,2,6,-2,0,6,1,2,2
915839,1939,1,-2,4,43,-2,-2,83,0,2,6,0,1,3,6,-2,2,6,-2,1,0
915850,1939,2,-2,9,101,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915851,1938,1,2006,3,13,-2,-2,48,0,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
915853,1940,1,1959,4,132,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915858,1939,1,-2,9,337,4,11,125,0,6,8,5,10,5,8,2,9,7,-2,1,10
915861,1939,1,-2,6,101,1,2,160,0,4,10,3,4,4,10,-2,5,8,-2,2,0
915864,1938,2,2018,3,36,-2,-2,0,-2,0,-2,-2,1,4,-2,-2,0,NA,NA,NA,NA
915867,1939,2,2021,3,177,-2,-2,80,-2,0,-2,-2,0,4,-2,-2,1,NA,NA,NA,NA
915868,1939,2,-2,5,-3,2,4,22,0,3,12,0,2,4,10,-2,NA,NA,NA,NA,NA
915876,1939,2,-2,6,99,-2,2,11,0,3,8,0,6,2,-30,-30,6,7,-2,1,3
915883,1939,2,-2,7,112,-2,-3,-3,7,2,9,6,1,2,9,5,4,10,6,1,2
915884,1938,1,2021,4,28,-2,-2,110,-2,6,-2,-2,4,4,-2,-2,NA,NA,NA,NA,NA
915894,1939,2,-2,2,61,-2,2,0,0,1,10,0,1,5,8,-2,-29,NA,NA,NA,NA
915898,1939,2,2017,3,63,-2,0,12,-2,4,-2,-2,2,1,-2,-2,6,NA,NA,NA,NA
915901,1939,2,2020,4,60,-2,2,4,0,6,10,0,1,4,8,4,8,NA,NA,NA,NA
915902,1939,1,2019,7,70,3,6,120,0,2,6,0,1,4,6,-2,10,NA,NA,NA,NA
915903,1939,2,-2,4,6,-2,-2,150,0,1,7,0,0,4,6,-2,2,3,-2,1,2
915904,1939,2,-2,6,64,-2,-2,47,0,2,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA
915905,1939,1,-2,6,22,2,4,180,-2,0,-2,-2,5,3,-2,-2,4,NA,NA,NA,NA
915909,1939,2,-2,3,29,-2,-2,0,-2,2,-2,-2,3,3,-2,-2,4,NA,NA,NA,NA
915910,1938,2,-2,6,7,-2,-2,80,-3,NA,NA,NA,6,2,4,-2,NA,4,-2,1,0
915911,1939,2,2013,2,-3,-2,-2,0,0,NA,5,0,NA,4,6,-2,12,NA,NA,NA,NA
915914,1939,2,-2,5,52,-2,-2,0,0,1,NA,NA,NA,6,6,-2,0,8,-2,1,2
915915,1939,2,1999,6,58,-2,-2,17,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915918,1939,2,1995,2,14,-2,-2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915919,1938,2,2010,7,40,-2,-2,2,-2,2,-2,-2,1,NA,NA,NA,NA,NA,NA,NA,NA
915923,1939,2,1977,7,179,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915925,1939,2,-2,5,72,-2,-2,0,0,8,12,0,1,6,6,-2,2,9,-2,1,0
915926,1939,1,2022,9,60,-2,2,250,4,4,NA,NA,NA,6,5,4,NA,0,-2,2,28
915930,1939,1,-2,3,51,2,5,140,0,2,10,0,3,5,6,-2,15,6,-2,2,3
915934,1939,2,-2,4,33,-2,-3,-3,0,NA,10,0,4,3,6,0,NA,NA,NA,NA,NA
915938,1939,1,-2,2,75,-2,-2,108,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
915940,1939,2,2004,2,68,-2,-3,-3,0,6,6,-2,2,NA,NA,NA,NA,NA,NA,NA,NA
915944,1939,2,2017,9,80,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915949,1939,1,2019,9,102,2,4,500,0,10,5,0,2,4,5,-2,-29,NA,NA,NA,NA
915950,1939,1,-2,9,81,2,4,239,0,2,6,0,1,2,9,-2,10,6,-2,1,8
915954,1939,2,2022,3,5,2,7,0,-2,4,-2,-2,4,5,-2,-2,4,NA,NA,NA,NA
915958,1939,1,-2,7,85,-2,-3,-3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915970,1939,2,-2,9,174,2,4,0,0,1,8,0,2,4,10,-2,NA,2,-2,1,1
915972,1939,1,1997,4,58,-2,-2,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915974,1939,2,-2,2,19,-2,-2,0,-2,0,-2,-2,5,6,-2,-2,4,NA,NA,NA,NA
915975,1939,1,-2,2,26,-2,-2,130,0,0,6,0,1,0,3,-2,0,4,-2,1,25
915980,1939,1,-2,7,31,-2,-3,-3,0,0,5,0,0,2,6,-2,-29,NA,NA,NA,NA
915981,1939,2,-2,2,74,-2,-2,0,-2,4,-2,-2,2,3,-2,-2,1,NA,NA,NA,NA
915982,1939,2,-2,6,62,-2,-2,0,0,2,5,0,0,3,5,-2,1,2,-2,1,0
915983,1939,1,-2,5,58,2,4,280,0,4,8,0,8,1,12,-2,4,9,-2,2,10
915987,1938,1,-2,5,-3,-2,-2,210,-2,4,-2,-2,6,4,-30,-30,2,6,-2,2,5
915989,1939,2,-2,7,45,2,4,9,0,2,6,0,NA,4,6,-2,NA,6,-2,2,0
915990,1939,1,2016,6,89,-2,-2,134,0,4,3,0,1,2,6,-2,0,NA,NA,NA,NA
916003,1939,1,9994,6,42,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916004,1939,1,-2,4,61,-2,3,120,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
916007,1937,2,2022,6,32,-2,-2,0,0,2,10,0,3,3,-30,-30,4,NA,NA,NA,NA
916009,1939,1,-2,4,143,4,7,0,0,2,12,0,4,3,6,-2,2,5,-2,1,2
916011,1939,1,-2,4,21,-2,-2,150,-2,2,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA
916012,1940,1,-2,3,18,-2,-2,152,0,1,9,0,2,2,9,-2,3,0,-2,2,2
916014,1939,1,1975,9,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916015,1939,2,2011,5,13,-2,-2,0,0,2,10,0,0,3,-27,-27,0,NA,NA,NA,NA
916017,1939,2,2003,6,194,-2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916024,1939,2,2019,2,-3,-2,-2,17,4,3,4,0,4,2,10,-2,3,NA,NA,NA,NA
916030,1939,2,2004,9,28,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916032,1939,2,1990,3,33,-2,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
