"idpub","brdxdy","sexrsp","deatyr","POP57","PI5760","DGLEV","EDYRCM","YRER74","RU024REC","MZ023RER","GI503RE","gu024re","IZ023RER","HD201KD","hi503rea","HU024RE","jz023rer","q1i503rea","Q1U024RE","q1c003re","q1z023rer"
900870,1938,2,9995,6,27,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900873,1939,2,-2,2,23,-2,-2,40,-2,2,-2,-2,4,2,-2,-2,4,3,-2,1,2
900877,1937,1,-2,9,45,-2,-2,125,0,6,7,0,4,2,8,-2,1,7,-2,1,1
900878,1939,1,1999,6,55,4,8,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900879,1939,1,2000,2,24,-2,-2,115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900885,1939,1,2014,5,89,-2,-2,120,0,0,-3,0,0,2,6,-2,-29,NA,NA,NA,NA
900888,1939,1,-2,4,52,4,9,240,0,3,11,2,1,3,11,-2,3,4,-2,1,0
900891,1939,1,-2,6,69,-2,2,180,-2,2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
900892,1939,1,2022,9,120,-2,-2,160,NA,NA,7,1,NA,1,6,-2,0,NA,NA,NA,NA
900898,1939,1,-2,9,149,2,5,120,0,1,12,0,4,2,9,-2,4,10,-2,1,2
900901,1938,2,-2,4,31,-2,-3,-3,0,NA,4,0,8,7,5,7,NA,6,3,1,0
900907,1939,1,1997,3,87,-2,1,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900915,1938,1,2016,9,38,-2,-2,300,0,4,4,0,8,3,6,-2,6,NA,NA,NA,NA
900918,1939,2,-2,4,61,-2,-2,50,0,2,7,0,6,6,6,-2,4,6,-2,2,0
900919,1939,2,-2,6,47,-2,-2,35,0,NA,10,4,8,7,8,5,0,6,-2,-5,3
900920,1939,1,-2,6,49,1,4,110,0,4,5,0,2,3,5,-2,0,5,-2,2,0
900921,1940,2,-2,9,70,2,4,0,-2,20,-2,-2,12,2,-2,-2,12,NA,NA,NA,NA
900923,1938,1,1994,4,58,3,8,140,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900928,1939,1,-2,3,84,2,6,170,0,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
900931,1939,2,2019,3,55,-2,-2,13,NA,NA,5,7,2,4,6,4,NA,NA,NA,NA,NA
900933,1940,1,-2,4,32,-2,-2,190,-2,NA,-2,-2,1,2,-2,-2,2,NA,NA,NA,NA
900935,1939,1,2003,5,32,-2,-2,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900942,1939,1,-2,5,62,2,4,170,-2,NA,7,0,4,4,8,-2,NA,7,-2,1,7
900943,1939,1,-2,5,-3,4,9,30,-2,NA,-2,-2,1,3,-2,-2,0,NA,NA,NA,NA
900946,1939,1,-2,3,8,-2,-2,100,0,NA,4,0,1,3,8,-2,1,NA,NA,NA,NA
900948,1940,2,-2,9,104,-2,-2,0,0,12,11,7,4,3,8,-2,8,8,-2,1,8
900949,1939,1,-2,4,47,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900953,1939,1,-2,9,117,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900956,1938,1,-2,3,73,-2,-2,120,-2,3,-2,-2,3,0,-2,-2,0,NA,NA,NA,NA
900960,1939,2,2015,9,50,-2,-3,-3,0,12,8,0,2,NA,NA,NA,NA,NA,NA,NA,NA
900966,1940,2,-2,4,85,-2,-2,1,5,2,6,5,1,3,-30,-30,-29,6,-2,1,0
900969,1939,2,-2,4,63,1,4,40,0,NA,6,0,0,5,4,-2,NA,NA,NA,NA,NA
900977,1939,2,-2,3,20,-2,-2,0,-2,4,-2,-2,8,3,-2,-2,2,NA,NA,NA,NA
900979,1939,2,-2,4,15,-2,-2,0,0,8,8,0,4,NA,NA,NA,NA,NA,NA,NA,NA
900986,1939,1,1959,9,45,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900991,1939,1,-2,2,24,-2,-2,130,0,NA,5,0,5,5,5,-2,3,4,-2,1,1
900992,1939,2,1999,2,10,-2,-2,8,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900994,1939,1,2020,6,65,-2,-3,-3,0,NA,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
900995,1939,2,-2,3,11,-2,-2,1,0,8,7,5,6,2,10,5,0,7,-2,1,0
900996,1939,2,-2,6,56,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900998,1939,1,-2,6,38,2,4,150,-2,3,-2,-2,2,2,-2,-2,2,NA,NA,NA,NA
900999,1939,2,2014,4,23,-2,-2,0,-2,4,-2,-2,-3,1,-30,-30,2,NA,NA,NA,NA
901006,1939,2,-2,5,43,-2,-2,0,0,0,7,0,0,4,5,2,0,NA,NA,NA,NA
901010,1939,2,-2,7,40,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901013,1939,2,-2,7,26,-2,-3,-3,0,4,11,7,6,3,8,-2,4,0,-2,1,1
901014,1938,2,2021,6,71,-2,-2,0,-2,7,-2,-2,2,NA,NA,NA,NA,NA,NA,NA,NA
901015,1939,1,-2,4,90,3,7,122,-2,2,-2,-2,2,1,-2,-2,2,NA,NA,NA,NA
901016,1939,2,2013,5,37,-2,-2,0,0,4,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA
901017,1939,2,-2,6,131,2,4,130,0,16,8,0,28,0,6,-2,8,7,-2,0,0
901019,1939,2,-2,6,77,-2,-2,0,-2,6,-2,-2,4,5,-2,-2,3,NA,NA,NA,NA
901021,1940,2,-2,3,31,-2,-2,30,0,2,6,0,6,4,6,-2,3,5,-2,1,2
901022,1937,1,2021,2,-3,-2,-2,125,0,20,4,0,12,3,9,-2,30,0,4,1,0
901023,1939,1,1995,6,83,-2,-2,187,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901029,1939,1,-2,9,63,2,4,350,5,NA,10,0,NA,7,5,-2,2,5,4,3,10
901031,1939,2,-2,4,-3,-2,-2,130,0,6,7,0,4,3,6,-2,2,6,-2,1,2
901033,1940,2,-2,9,44,-3,-3,-3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
901034,1939,1,-2,2,71,2,4,200,0,8,12,0,8,4,11,-2,4,NA,NA,NA,NA
901035,1939,1,2019,3,33,-2,-2,140,0,0,NA,NA,0,3,4,-2,-29,NA,NA,NA,NA
901036,1940,2,-2,9,-3,-2,1,0,6,20,9,4,4,5,11,-2,20,11,3,1,0
901039,1939,1,2015,2,10,2,4,115,-2,1,10,0,2,3,2,2,25,NA,NA,NA,NA
901041,1939,1,-2,5,-3,-2,-2,120,0,1,-4,-2,2,2,6,-2,2,NA,NA,NA,NA
901044,1939,1,1998,4,117,2,4,121,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901048,1939,2,-2,2,11,-2,-2,0,-2,4,-2,-2,5,7,-2,-2,1,6,-2,1,2
901054,1939,1,2005,4,60,-2,-3,-3,0,4,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA
901057,1939,2,-2,9,86,2,4,0,-2,3,-2,-2,2,3,-2,-2,4,NA,NA,NA,NA
901059,1939,2,2013,2,23,-2,-2,120,0,4,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA
901061,1939,1,1998,5,69,-2,-2,210,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901062,1939,1,-2,5,61,2,5,240,0,0,10,0,2,2,10,-2,1,12,-2,1,20
901065,1939,2,2020,6,38,-2,-2,50,0,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
901070,1939,1,-2,3,43,-2,-2,125,-2,0,0,0,1,3,0,-2,0,8,-2,2,0
901071,1938,2,2017,3,15,-2,-2,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901072,1938,2,-2,3,50,1,2,3,-2,NA,-2,-2,NA,1,-2,-2,1,6,-2,1,0
901074,1939,1,1963,6,85,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901076,1939,1,-2,3,54,-2,2,210,-2,3,-2,-2,3,4,-2,-2,1,NA,NA,NA,NA
901077,1939,2,-2,7,50,-2,-2,80,-2,1,-2,-2,0,4,-2,-2,1,NA,NA,NA,NA
901078,1939,1,-2,3,51,-2,1,220,0,3,6,0,3,2,5,-2,3,6,-2,1,3
901085,1939,1,1957,7,82,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901088,1939,2,-2,4,15,-2,-2,50,-2,1,9,0,1,2,9,-2,-29,8,4,1,4
901100,1939,2,-2,7,83,-2,-2,0,-2,NA,-2,-2,NA,2,-2,-2,4,NA,NA,NA,NA
901105,1939,2,-2,4,-3,2,4,0,-2,8,-2,-2,4,2,-2,-2,2,NA,NA,NA,NA
901106,1939,2,-2,3,44,-2,-2,0,0,1,6,0,4,2,4,-2,4,6,-2,1,1
901111,1939,2,-2,2,45,-2,-2,0,0,2,6,0,2,6,6,-2,-29,NA,NA,NA,NA
901117,1940,1,2010,3,103,2,4,174,0,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
901119,1939,2,-2,9,132,2,4,0,0,2,12,0,2,4,10,-2,-29,6,-2,1,1
901120,1939,1,-2,9,110,2,4,350,0,5,6,0,3,3,10,1,4,6,5,1,0
901121,1938,2,-2,8,40,-2,-2,40,-2,0,-2,-2,1,1,-2,-2,0,NA,NA,NA,NA
901123,1939,2,-2,6,49,-2,-2,0,0,2,8,4,4,4,8,7,0,10,-2,1,2
901125,1939,2,-2,2,38,-2,-2,0,0,6,12,0,10,4,12,-2,NA,10,-2,1,0
901126,1939,1,-2,9,164,2,4,170,0,4,12,0,6,4,9,-2,-29,0,-2,1,3
901128,1939,2,2011,2,33,-2,-2,23,-2,NA,-2,-2,4,5,-2,-2,NA,NA,NA,NA,NA
901131,1939,2,-2,6,-3,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901132,1939,2,2020,6,58,-2,-2,49,-2,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
901133,1938,2,-2,4,74,-2,-2,0,5,8,7,0,6,3,6,-2,3,NA,NA,NA,NA
901134,1939,1,-2,4,44,-2,-2,42,0,2,6,0,3,4,6,-2,2,6,-2,1,3
901135,1939,2,2017,4,58,3,6,110,0,NA,-3,0,6,NA,NA,NA,NA,NA,NA,NA,NA
901136,1938,1,2022,4,57,-2,-2,44,0,NA,5,5,NA,2,5,-2,NA,0,-2,1,0
901141,1939,1,2019,4,95,-2,-2,400,0,4,6,0,3,3,6,-2,4,NA,NA,NA,NA
901143,1938,1,-2,3,-3,-2,-3,-3,0,1,6,0,5,3,7,-2,1,NA,NA,NA,NA
901145,1939,2,2022,4,67,-2,-2,80,0,2,5,0,-3,0,5,-2,10,3,-2,1,15
901150,1939,1,2015,3,26,-2,-2,185,0,1,11,0,1,7,6,-2,0,NA,NA,NA,NA
901159,1939,1,-2,4,65,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901168,1939,2,-2,9,19,-2,-2,0,0,10,NA,NA,15,2,11,-2,16,9,-2,1,2
901169,1939,1,2012,2,-3,-2,-2,295,0,10,8,0,2,2,5,7,3,NA,NA,NA,NA
901176,1939,1,-2,6,58,2,4,190,-2,NA,-2,-2,4,4,-2,-2,4,NA,NA,NA,NA
901178,1939,2,-2,2,-3,-2,-2,10,0,3,6,0,0,6,5,-2,4,8,-2,2,2
901184,1939,1,2020,3,-3,-2,-2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
901192,1939,2,-2,2,40,-2,0,48,0,2,11,0,2,5,11,-2,6,11,2,1,4
901198,1939,1,2016,5,78,-2,1,480,-2,6,-2,-2,3,1,-2,-2,3,NA,NA,NA,NA
901200,1939,1,-2,9,24,-2,-2,150,NA,NA,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
901209,1939,2,-2,7,59,-2,-3,-3,-2,NA,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
901211,1939,2,2006,4,11,-2,-2,30,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901213,1939,1,2013,4,48,2,4,125,-2,4,-2,-2,4,6,-2,-2,4,NA,NA,NA,NA
901217,1939,2,-2,3,26,-2,-2,59,6,7,10,7,6,4,12,-2,3,0,-2,1,2
901218,1939,2,-2,4,350,-2,2,0,0,NA,8,0,0,3,6,3,NA,NA,NA,NA,NA
901223,1938,1,-2,6,50,-2,-2,68,0,2,10,0,2,2,12,-2,4,5,-2,1,1
901224,1939,1,2017,9,79,-2,-2,100,-2,NA,-2,-2,NA,3,-2,-2,NA,NA,NA,NA,NA
901226,1938,1,2009,5,16,-2,-2,140,-2,2,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA
901227,1939,2,-2,6,37,-2,-2,0,5,10,11,0,7,3,5,-2,0,6,-2,1,4
901228,1939,1,-2,4,-3,4,8,249,0,6,9,0,2,4,10,-2,2,11,-2,2,1
901229,1939,2,2020,9,78,-2,2,0,-2,0,-2,-2,NA,5,-2,-2,NA,NA,NA,NA,NA
901230,1939,2,2006,9,109,-2,2,0,NA,NA,8,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
901231,1939,1,-2,7,59,3,5,190,-2,2,6,0,3,2,10,-2,2,6,-2,1,0
901233,1939,2,-2,5,79,-2,-3,-3,-2,3,-2,-2,2,3,-2,-2,2,NA,NA,NA,NA
901238,1939,2,-2,9,81,-2,-2,60,0,6,4,0,10,4,6,-2,2,10,-2,1,0
901241,1939,1,-2,6,100,2,4,180,0,3,6,0,4,2,6,-2,5,6,-2,1,0
901243,1939,1,2013,6,82,-2,-3,-3,-2,0,-2,-2,0,2,-2,-2,-29,NA,NA,NA,NA
901244,1938,2,-2,3,63,-2,-2,100,0,5,7,0,1,5,11,-2,1,6,-2,1,2
901245,1939,1,2005,9,49,-2,0,150,0,1,-3,0,0,NA,NA,NA,NA,NA,NA,NA,NA
901247,1939,1,2012,8,80,-2,-2,144,0,2,7,0,NA,3,10,-2,0,NA,NA,NA,NA
901248,1939,1,-2,4,1,-2,-2,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901251,1939,1,2012,2,36,3,5,130,-2,4,-2,-2,2,4,-2,-2,10,NA,NA,NA,NA
901254,1939,2,-2,5,45,-2,-2,60,NA,NA,9,0,2,NA,NA,NA,NA,NA,NA,NA,NA
901256,1937,1,-2,7,-3,-2,-2,130,0,0,12,6,4,2,7,-2,2,4,6,2,1
901261,1939,1,2016,4,133,-2,-2,200,0,0,8,0,0,6,9,-2,0,NA,NA,NA,NA
901267,1939,1,-2,2,54,-2,-2,150,0,0,5,0,2,2,6,-2,1,0,-2,1,5
901273,1939,1,-2,2,24,-2,-2,273,0,6,5,0,3,4,10,-2,3,0,-2,1,4
901279,1939,2,2020,3,60,-2,-2,60,-2,NA,-2,-2,5,NA,NA,NA,NA,NA,NA,NA,NA
901282,1939,1,2022,9,67,-2,-2,140,NA,NA,5,0,4,2,-30,-30,2,4,-2,1,0
901285,1939,2,-2,3,34,-2,-2,40,0,1,0,-3,5,5,6,5,2,0,3,1,0
901288,1939,1,1986,3,11,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901292,1939,1,2020,4,76,-2,-2,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901295,1940,2,-2,2,3,-2,-2,0,5,2,10,0,0,5,7,-2,6,4,-2,2,28
901297,1939,2,2022,2,39,-2,-2,0,0,1,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA
901303,1939,1,-2,6,34,-2,-2,150,-2,2,-2,-2,2,1,-2,-2,0,NA,NA,NA,NA
901307,1938,2,1996,9,-3,-2,-3,-3,-2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901310,1939,2,1999,2,78,-2,-2,22,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901312,1939,1,-2,4,84,2,4,110,0,2,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA
901314,1939,1,1974,5,75,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901315,1940,1,2010,5,44,-2,-2,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901317,1939,2,-2,7,14,-2,-2,50,-2,5,-2,-2,8,4,-2,-2,5,NA,NA,NA,NA
901324,1939,2,2007,8,80,-2,-2,0,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
901326,1939,2,-2,3,34,-2,-2,60,0,6,8,0,12,NA,NA,NA,NA,NA,NA,NA,NA
901327,1939,2,-2,4,87,-2,3,0,0,15,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA
901329,1939,1,1998,6,-3,2,6,130,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901330,1938,2,-2,3,73,-2,2,2,0,5,9,0,4,3,1,-2,4,7,-2,1,1
901331,1938,1,-2,4,-3,-2,-2,90,0,3,0,0,4,1,0,-2,4,5,-2,2,4
901333,1938,1,-2,2,-3,-2,-2,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901334,1937,1,-2,6,-3,-2,-2,0,6,0,4,6,0,5,2,-2,0,0,-2,1,4
901337,1939,1,1985,4,56,-2,-2,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901338,1939,1,2012,6,140,-2,2,120,0,NA,-5,-5,NA,1,6,5,NA,NA,NA,NA,NA
901339,1938,1,1990,7,120,4,7,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901343,1939,2,2021,6,99,1,2,3,0,2,6,0,1,2,9,-2,NA,5,5,1,0
901344,1939,2,-2,6,47,-2,-2,4,0,10,8,0,7,3,-30,-30,4,6,-2,1,2
901358,1939,1,-2,3,9,-2,-2,90,0,3,10,0,0,3,5,-2,-29,4,-2,2,1
901359,1939,2,2009,4,67,-2,-2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901360,1938,1,2018,7,91,-2,-2,140,-2,1,NA,NA,NA,4,-2,-2,-29,NA,NA,NA,NA
901361,1940,2,-2,9,121,2,5,9,-2,NA,-4,5,0,1,6,5,NA,NA,NA,NA,NA
901362,1939,2,-2,2,15,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901366,1939,2,1999,5,71,-2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901367,1939,1,-2,5,55,-2,1,140,0,2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA
901373,1937,2,-2,9,46,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901376,1939,1,1974,9,34,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901379,1939,1,-2,7,74,-2,2,400,-3,NA,7,0,-3,6,5,-2,-29,0,-2,2,3
901380,1939,1,1998,7,105,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901387,1939,2,-2,3,91,-2,-2,80,0,6,10,0,4,2,6,-2,3,10,6,1,0
901395,1939,1,2021,6,68,2,4,200,0,1,6,0,4,6,5,-2,2,4,-2,2,20
901398,1939,1,2004,5,174,2,4,150,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA
901399,1939,1,-2,6,58,3,6,190,-2,NA,-2,-2,NA,3,-2,-2,3,NA,NA,NA,NA
901402,1939,2,2022,6,42,-2,2,0,-2,2,-2,-2,2,2,-2,-2,-29,NA,NA,NA,NA
901404,1939,2,-2,5,69,-2,-2,97,0,8,10,0,4,2,6,-2,1,6,5,1,5
901410,1939,1,2013,6,62,2,4,175,-2,NA,-2,-2,4,2,-2,-2,5,NA,NA,NA,NA
901411,1939,2,2019,9,72,-2,-3,-3,0,NA,6,0,4,4,6,-2,NA,NA,NA,NA,NA
901412,1939,1,-2,2,46,-2,-2,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901413,1938,2,-2,6,55,-2,-2,10,0,4,0,0,NA,6,6,-2,15,NA,NA,NA,NA
901414,1939,1,-2,9,-3,-2,2,130,0,4,0,0,1,4,1,-2,NA,NA,NA,NA,NA
901421,1939,1,2002,7,53,3,11,20,4,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901422,1939,1,-2,9,56,-2,-2,180,-2,1,NA,NA,2,4,-2,-2,2,9,5,1,7
901429,1939,1,-2,4,13,2,4,135,7,2,11,0,2,2,10,-2,-29,6,3,1,2
901432,1939,1,-2,4,51,3,6,220,0,2,9,0,NA,3,6,-2,4,3,-2,1,0
901436,1939,2,-2,4,75,-2,2,25,0,4,12,4,2,3,10,-2,4,10,-2,1,5
901437,1938,1,2017,4,61,-2,-3,-3,0,40,-3,0,4,2,-2,-2,4,NA,NA,NA,NA
901441,1938,2,2008,7,79,-2,-2,0,0,10,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA
901444,1939,2,-2,9,77,-2,-2,39,0,3,6,0,10,1,6,-2,NA,0,-2,1,12
901445,1939,2,-2,4,137,-2,-2,18,-2,4,-2,-2,3,3,-2,-2,2,NA,NA,NA,NA
901452,1939,2,-2,2,18,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901455,1938,2,-2,4,58,-2,-2,30,-2,NA,-5,-2,2,2,-30,-30,-29,NA,NA,NA,NA
901463,1939,1,-2,9,11,-2,-2,140,-2,1,-2,-2,5,5,-2,-2,4,6,-2,2,0
901464,1939,2,-2,6,64,-2,-2,39,0,2,6,0,2,3,8,-2,2,6,-2,1,0
901474,1939,2,1994,9,70,-2,-2,0,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901475,1939,2,2004,9,80,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901477,1939,1,-2,6,66,-2,1,0,-3,NA,6,0,1,3,0,-2,1,5,3,2,1
901478,1938,2,2016,2,7,-2,-2,45,0,NA,9,0,-3,1,10,-2,-29,NA,NA,NA,NA
901483,1939,2,1999,9,65,2,6,113,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901487,1939,1,1988,9,53,-2,-2,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901494,1939,1,2012,6,93,-2,-2,180,0,4,11,0,4,4,5,-2,4,NA,NA,NA,NA
901495,1939,2,-2,9,-3,-2,-3,-3,-2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901498,1938,1,-2,2,54,-2,-2,129,-2,4,-2,-2,1,2,-2,-2,2,NA,NA,NA,NA
901499,1939,2,-2,7,67,-2,-2,100,-2,2,-5,-2,3,NA,NA,NA,NA,NA,NA,NA,NA
901500,1940,1,-2,4,61,-2,-2,160,0,6,6,0,10,4,11,-2,4,10,-2,2,4
901501,1939,2,-2,7,30,-2,-2,105,NA,NA,7,5,4,3,0,6,-29,9,-2,1,0
901502,1939,1,-2,2,20,2,4,55,-2,3,0,-2,NA,0,6,4,NA,NA,NA,NA,NA
901506,1939,2,2015,5,37,-2,2,6,6,3,6,6,4,2,6,3,21,NA,NA,NA,NA
901510,1939,2,2005,7,40,-2,1,38,0,5,11,0,4,NA,NA,NA,NA,NA,NA,NA,NA
901514,1939,2,2016,4,-3,-2,-2,0,0,-3,7,0,-3,5,5,-2,-29,NA,NA,NA,NA
901516,1939,2,-2,9,134,2,4,17,-2,4,-2,-2,6,3,-2,-2,4,NA,NA,NA,NA
901522,1939,1,-2,3,38,-2,-2,82,2,6,6,3,15,0,10,1,3,NA,NA,NA,NA
901524,1939,1,1972,3,42,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901525,1938,1,-2,5,61,-2,-2,126,0,0,5,0,1,8,5,-2,-29,4,-2,2,3
901527,1939,1,-2,4,65,-2,-2,0,-2,1,-2,-2,1,2,-2,-2,1,NA,NA,NA,NA
901529,1939,2,-2,6,-3,2,4,22,-2,4,-2,-2,-3,3,-2,-2,6,NA,NA,NA,NA
901543,1939,2,1999,5,147,2,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901544,1939,2,-2,4,51,-2,1,51,6,4,7,0,4,3,9,-2,2,7,-2,0,3
901545,1939,2,-2,7,4,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901547,1939,1,2005,6,72,-2,-2,0,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA
901557,1939,2,2022,5,115,-2,-2,125,7,4,10,5,4,6,10,-2,3,11,-2,2,12
901559,1939,2,-2,9,292,2,4,0,3,3,12,0,5,2,9,-2,4,4,4,1,3
901567,1939,2,-2,2,19,-2,-2,50,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901570,1939,1,-2,4,50,-2,-2,150,0,NA,6,0,28,NA,NA,NA,NA,6,-2,1,10
901576,1937,2,-2,6,-3,-2,-2,0,0,0,6,-2,0,NA,NA,NA,NA,NA,NA,NA,NA
901578,1939,2,-2,2,-3,-2,-3,-3,0,10,NA,NA,NA,5,6,-2,3,4,-2,3,2
901584,1939,2,2021,8,71,-2,-2,0,1,NA,7,0,1,2,8,-2,10,6,2,1,3
901588,1938,1,-2,4,49,-2,-2,120,-2,3,-2,-2,1,1,-2,-2,2,NA,NA,NA,NA
901589,1937,1,-2,7,-3,-2,-2,140,0,6,0,7,2,6,4,-2,2,0,6,3,4
901593,1939,1,-2,2,71,-2,-2,0,-2,1,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
901602,1939,1,2021,9,67,-2,-2,140,0,2,8,-2,1,NA,NA,NA,NA,NA,NA,NA,NA
901615,1939,2,2019,6,92,-2,-2,60,6,NA,0,6,NA,9,6,-2,3,NA,NA,NA,NA
901619,1939,1,-2,4,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901624,1938,2,-2,8,29,-2,-2,0,0,NA,NA,NA,-3,1,5,-2,NA,NA,NA,NA,NA
901625,1939,1,-2,4,43,-2,-2,65,0,0,NA,NA,8,2,2,5,5,2,-2,1,0
901629,1939,2,-2,2,57,-2,-2,0,0,10,7,0,8,4,9,-2,10,6,6,2,10
901634,1939,2,-2,4,137,-2,-3,-3,-2,2,8,6,2,NA,NA,NA,NA,NA,NA,NA,NA
901636,1939,2,2022,2,105,-2,-2,70,0,20,9,0,6,NA,NA,NA,NA,NA,NA,NA,NA
901639,1939,2,2007,6,62,-2,-2,0,-2,4,-2,-2,2,NA,NA,NA,NA,NA,NA,NA,NA
901640,1938,1,2012,2,57,-2,-2,200,0,1,0,0,NA,4,5,-2,-29,NA,NA,NA,NA
901643,1938,2,1993,9,110,-2,0,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901645,1938,1,2010,6,36,-2,-2,119,0,0,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA
